session,plant,date,bbch,cls,n_common_poses,pose,image_id_c1,relpath_c1,image_id_c2,relpath_c2,image_id_c3,relpath_c3,image_id_c4,relpath_c4
p044_20230929,44,20230929,13,0_S1,12,3,c1_p044_20230929_o03,data/data_5/pi1_01491_44_3_20230929133641.jpg,c2_p044_20230929_o03,data/data_5/pi2_01491_44_3_20230929133658.jpg,c3_p044_20230929_o03,data/data_5/pi3_01491_44_3_20230929133716.jpg,c4_p044_20230929_o03,data/data_5/pi4_01491_44_3_20230929133730.jpg
p044_20231004,44,20231004,13,0_S1,12,9,c1_p044_20231004_o09,data/data_6/pi1_01737_44_9_20231004091946.jpg,c2_p044_20231004_o09,data/data_6/pi2_01737_44_9_20231004091933.jpg,c3_p044_20231004_o09,data/data_6/pi3_01737_44_9_20231004091919.jpg,c4_p044_20231004_o09,data/data_6/pi4_01737_44_9_20231004091848.jpg
p044_20231011,44,20231011,15,0_S1,12,5,c1_p044_20231011_o05,data/data_10/pi1_02705_44_5_20231011081619.jpg,c2_p044_20231011_o05,data/data_10/pi2_02705_44_5_20231011081638.jpg,c3_p044_20231011_o05,data/data_10/pi3_02705_44_5_20231011081657.jpg,c4_p044_20231011_o05,data/data_10/pi4_02705_44_5_20231011081711.jpg
p044_20231017,44,20231017,20,1_S2,12,6,c1_p044_20231017_o06,data/data_13/pi1_03426_44_6_20231017142907.jpg,c2_p044_20231017_o06,data/data_13/pi2_03426_44_6_20231017142907.jpg,c3_p044_20231017_o06,data/data_13/pi3_03426_44_6_20231017142908.jpg,c4_p044_20231017_o06,data/data_13/pi4_03426_44_6_20231017142907.jpg
p044_20231019,44,20231019,51,2_S5,12,11,c1_p044_20231019_o11,data/data_15/pi1_03911_44_11_20231019132633.jpg,c2_p044_20231019_o11,data/data_15/pi2_03911_44_11_20231019132632.jpg,c3_p044_20231019_o11,data/data_15/pi3_03911_44_11_20231019132633.jpg,c4_p044_20231019_o11,data/data_15/pi4_03911_44_11_20231019132632.jpg
p044_20231023,44,20231023,54,2_S5,12,10,c1_p044_20231023_o10,data/data_18/pi1_04630_44_10_20231023112028.jpg,c2_p044_20231023_o10,data/data_18/pi2_04630_44_10_20231023112028.jpg,c3_p044_20231023_o10,data/data_18/pi3_04630_44_10_20231023112028.jpg,c4_p044_20231023_o10,data/data_18/pi4_04630_44_10_20231023112028.jpg
p044_20231027,44,20231027,55,2_S5,12,10,c1_p044_20231027_o10,data/data_21/pi1_05350_44_10_20231027115055.jpg,c2_p044_20231027_o10,data/data_21/pi2_05350_44_10_20231027115055.jpg,c3_p044_20231027_o10,data/data_21/pi3_05350_44_10_20231027115055.jpg,c4_p044_20231027_o10,data/data_21/pi4_05350_44_10_20231027115055.jpg
p044_20231101,44,20231101,59,2_S5,12,4,c1_p044_20231101_o04,data/data_24/pi1_06064_44_4_20231101102844.jpg,c2_p044_20231101_o04,data/data_24/pi2_06064_44_4_20231101102844.jpg,c3_p044_20231101_o04,data/data_24/pi3_06064_44_4_20231101102844.jpg,c4_p044_20231101_o04,data/data_24/pi4_06064_44_4_20231101102844.jpg
p044_20231106,44,20231106,61,3_S6,12,8,c1_p044_20231106_o08,data/data_27/pi1_06788_44_8_20231106131855.jpg,c2_p044_20231106_o08,data/data_27/pi2_06788_44_8_20231106131856.jpg,c3_p044_20231106_o08,data/data_27/pi3_06788_44_8_20231106131856.jpg,c4_p044_20231106_o08,data/data_27/pi4_06788_44_8_20231106131857.jpg
p044_20231109,44,20231109,68,3_S6,12,10,c1_p044_20231109_o10,data/data_30/pi1_07510_44_10_20231109130708.jpg,c2_p044_20231109_o10,data/data_30/pi2_07510_44_10_20231109130707.jpg,c3_p044_20231109_o10,data/data_30/pi3_07510_44_10_20231109130709.jpg,c4_p044_20231109_o10,data/data_30/pi4_07510_44_10_20231109130709.jpg
p044_20231120,44,20231120,70,4_S7,12,9,c1_p044_20231120_o09,data/data_32/pi1_08229_44_9_20231120142229.jpg,c2_p044_20231120_o09,data/data_32/pi2_08229_44_9_20231120142230.jpg,c3_p044_20231120_o09,data/data_32/pi3_08229_44_9_20231120142230.jpg,c4_p044_20231120_o09,data/data_32/pi4_08229_44_9_20231120142230.jpg
p044_20231127,44,20231127,71,4_S7,12,9,c1_p044_20231127_o09,data/data_36/pi1_09189_44_9_20231127145848.jpg,c2_p044_20231127_o09,data/data_36/pi2_09189_44_9_20231127145849.jpg,c3_p044_20231127_o09,data/data_36/pi3_09189_44_9_20231127145849.jpg,c4_p044_20231127_o09,data/data_36/pi4_09189_44_9_20231127145850.jpg
p044_20231130,44,20231130,72,4_S7,12,2,c1_p044_20231130_o02,data/data_40/pi1_10142_44_2_20231130113223.jpg,c2_p044_20231130_o02,data/data_40/pi2_10142_44_2_20231130113224.jpg,c3_p044_20231130_o02,data/data_40/pi3_10142_44_2_20231130113224.jpg,c4_p044_20231130_o02,data/data_40/pi4_10142_44_2_20231130113225.jpg
p044_20231204,44,20231204,72,4_S7,12,12,c1_p044_20231204_o12,data/data_43/pi1_10872_44_12_20231204151033.jpg,c2_p044_20231204_o12,data/data_43/pi2_10872_44_12_20231204151033.jpg,c3_p044_20231204_o12,data/data_43/pi3_10872_44_12_20231204151034.jpg,c4_p044_20231204_o12,data/data_43/pi4_10872_44_12_20231204151033.jpg
p044_20231211,44,20231211,73,4_S7,12,4,c1_p044_20231211_o04,data/data_47/pi1_11824_44_4_20231211132815.jpg,c2_p044_20231211_o04,data/data_47/pi2_11824_44_4_20231211132814.jpg,c3_p044_20231211_o04,data/data_47/pi3_11824_44_4_20231211132815.jpg,c4_p044_20231211_o04,data/data_47/pi4_11824_44_4_20231211132815.jpg
p044_20231214,44,20231214,74,4_S7,12,8,c1_p044_20231214_o08,data/data_50/pi1_12548_44_8_20231214150235.jpg,c2_p044_20231214_o08,data/data_50/pi2_12548_44_8_20231214150235.jpg,c3_p044_20231214_o08,data/data_50/pi3_12548_44_8_20231214150235.jpg,c4_p044_20231214_o08,data/data_50/pi4_12548_44_8_20231214150235.jpg
p044_20231218,44,20231218,76,4_S7,12,2,c1_p044_20231218_o02,data/data_52/pi1_13022_44_2_20231218134958.jpg,c2_p044_20231218_o02,data/data_52/pi2_13022_44_2_20231218134959.jpg,c3_p044_20231218_o02,data/data_52/pi3_13022_44_2_20231218134958.jpg,c4_p044_20231218_o02,data/data_52/pi4_13022_44_2_20231218134959.jpg
p044_20231227,44,20231227,79,4_S7,12,1,c1_p044_20231227_o01,data/data_54/pi1_13741_44_1_20231227125547.jpg,c2_p044_20231227_o01,data/data_54/pi2_13741_44_1_20231227125547.jpg,c3_p044_20231227_o01,data/data_54/pi3_13741_44_1_20231227125548.jpg,c4_p044_20231227_o01,data/data_54/pi4_13741_44_1_20231227125548.jpg
p044_20240104,44,20240104,81,5_S8,12,10,c1_p044_20240104_o10,data/data_57/pi1_14470_44_10_20240104130035.jpg,c2_p044_20240104_o10,data/data_57/pi2_14470_44_10_20240104130034.jpg,c3_p044_20240104_o10,data/data_57/pi3_14470_44_10_20240104130035.jpg,c4_p044_20240104_o10,data/data_57/pi4_14470_44_10_20240104130036.jpg
p045_20230929,45,20230929,13,0_S1,12,10,c1_p045_20230929_o10,data/data_6/pi1_01510_45_10_20230929133641.jpg,c2_p045_20230929_o10,data/data_6/pi2_01510_45_10_20230929133658.jpg,c3_p045_20230929_o10,data/data_6/pi3_01510_45_10_20230929133716.jpg,c4_p045_20230929_o10,data/data_6/pi4_01510_45_10_20230929133730.jpg
p045_20231004,45,20231004,13,0_S1,12,7,c1_p045_20231004_o07,data/data_6/pi1_01747_45_7_20231004091946.jpg,c2_p045_20231004_o07,data/data_6/pi2_01747_45_7_20231004091933.jpg,c3_p045_20231004_o07,data/data_6/pi3_01747_45_7_20231004091919.jpg,c4_p045_20231004_o07,data/data_6/pi4_01747_45_7_20231004091848.jpg
p045_20231011,45,20231011,14,0_S1,12,5,c1_p045_20231011_o05,data/data_10/pi1_02717_45_5_20231011081619.jpg,c2_p045_20231011_o05,data/data_10/pi2_02717_45_5_20231011081638.jpg,c3_p045_20231011_o05,data/data_10/pi3_02717_45_5_20231011081657.jpg,c4_p045_20231011_o05,data/data_10/pi4_02717_45_5_20231011081711.jpg
p045_20231017,45,20231017,15,0_S1,12,8,c1_p045_20231017_o08,data/data_13/pi1_03440_45_8_20231017143223.jpg,c2_p045_20231017_o08,data/data_13/pi2_03440_45_8_20231017143223.jpg,c3_p045_20231017_o08,data/data_13/pi3_03440_45_8_20231017143223.jpg,c4_p045_20231017_o08,data/data_13/pi4_03440_45_8_20231017143223.jpg
p045_20231019,45,20231019,51,2_S5,12,12,c1_p045_20231019_o12,data/data_15/pi1_03924_45_12_20231019132829.jpg,c2_p045_20231019_o12,data/data_15/pi2_03924_45_12_20231019132829.jpg,c3_p045_20231019_o12,data/data_15/pi3_03924_45_12_20231019132829.jpg,c4_p045_20231019_o12,data/data_15/pi4_03924_45_12_20231019132829.jpg
p045_20231023,45,20231023,53,2_S5,12,12,c1_p045_20231023_o12,data/data_18/pi1_04644_45_12_20231023112224.jpg,c2_p045_20231023_o12,data/data_18/pi2_04644_45_12_20231023112224.jpg,c3_p045_20231023_o12,data/data_18/pi3_04644_45_12_20231023112224.jpg,c4_p045_20231023_o12,data/data_18/pi4_04644_45_12_20231023112224.jpg
p045_20231027,45,20231027,60,3_S6,12,6,c1_p045_20231027_o06,data/data_21/pi1_05358_45_6_20231027115243.jpg,c2_p045_20231027_o06,data/data_21/pi2_05358_45_6_20231027115243.jpg,c3_p045_20231027_o06,data/data_21/pi3_05358_45_6_20231027115243.jpg,c4_p045_20231027_o06,data/data_21/pi4_05358_45_6_20231027115243.jpg
p045_20231101,45,20231101,61,3_S6,12,3,c1_p045_20231101_o03,data/data_24/pi1_06075_45_3_20231101103126.jpg,c2_p045_20231101_o03,data/data_24/pi2_06075_45_3_20231101103126.jpg,c3_p045_20231101_o03,data/data_24/pi3_06075_45_3_20231101103126.jpg,c4_p045_20231101_o03,data/data_24/pi4_06075_45_3_20231101103126.jpg
p045_20231106,45,20231106,66,3_S6,12,8,c1_p045_20231106_o08,data/data_27/pi1_06800_45_8_20231106132114.jpg,c2_p045_20231106_o08,data/data_27/pi2_06800_45_8_20231106132114.jpg,c3_p045_20231106_o08,data/data_27/pi3_06800_45_8_20231106132114.jpg,c4_p045_20231106_o08,data/data_27/pi4_06800_45_8_20231106132115.jpg
p045_20231109,45,20231109,70,4_S7,12,10,c1_p045_20231109_o10,data/data_30/pi1_07522_45_10_20231109130934.jpg,c2_p045_20231109_o10,data/data_30/pi2_07522_45_10_20231109130933.jpg,c3_p045_20231109_o10,data/data_30/pi3_07522_45_10_20231109130934.jpg,c4_p045_20231109_o10,data/data_30/pi4_07522_45_10_20231109130934.jpg
p045_20231120,45,20231120,72,4_S7,12,10,c1_p045_20231120_o10,data/data_32/pi1_08242_45_10_20231120142523.jpg,c2_p045_20231120_o10,data/data_32/pi2_08242_45_10_20231120142523.jpg,c3_p045_20231120_o10,data/data_32/pi3_08242_45_10_20231120142524.jpg,c4_p045_20231120_o10,data/data_32/pi4_08242_45_10_20231120142523.jpg
p045_20231127,45,20231127,73,4_S7,12,6,c1_p045_20231127_o06,data/data_36/pi1_09198_45_6_20231127150048.jpg,c2_p045_20231127_o06,data/data_36/pi2_09198_45_6_20231127150048.jpg,c3_p045_20231127_o06,data/data_36/pi3_09198_45_6_20231127150048.jpg,c4_p045_20231127_o06,data/data_36/pi4_09198_45_6_20231127150049.jpg
p045_20231130,45,20231130,76,4_S7,12,4,c1_p045_20231130_o04,data/data_40/pi1_10156_45_4_20231130113440.jpg,c2_p045_20231130_o04,data/data_40/pi2_10156_45_4_20231130113441.jpg,c3_p045_20231130_o04,data/data_40/pi3_10156_45_4_20231130113441.jpg,c4_p045_20231130_o04,data/data_40/pi4_10156_45_4_20231130113442.jpg
p045_20231204,45,20231204,77,4_S7,12,10,c1_p045_20231204_o10,data/data_43/pi1_10882_45_10_20231204151223.jpg,c2_p045_20231204_o10,data/data_43/pi2_10882_45_10_20231204151223.jpg,c3_p045_20231204_o10,data/data_43/pi3_10882_45_10_20231204151224.jpg,c4_p045_20231204_o10,data/data_43/pi4_10882_45_10_20231204151224.jpg
p045_20231211,45,20231211,78,4_S7,12,3,c1_p045_20231211_o03,data/data_47/pi1_11835_45_3_20231211133248.jpg,c2_p045_20231211_o03,data/data_47/pi2_11835_45_3_20231211133248.jpg,c3_p045_20231211_o03,data/data_47/pi3_11835_45_3_20231211133248.jpg,c4_p045_20231211_o03,data/data_47/pi4_11835_45_3_20231211133248.jpg
p045_20231214,45,20231214,78,4_S7,12,2,c1_p045_20231214_o02,data/data_50/pi1_12554_45_2_20231214150401.jpg,c2_p045_20231214_o02,data/data_50/pi2_12554_45_2_20231214150401.jpg,c3_p045_20231214_o02,data/data_50/pi3_12554_45_2_20231214150401.jpg,c4_p045_20231214_o02,data/data_50/pi4_12554_45_2_20231214150401.jpg
p045_20231218,45,20231218,79,4_S7,12,4,c1_p045_20231218_o04,data/data_52/pi1_13036_45_4_20231218135247.jpg,c2_p045_20231218_o04,data/data_52/pi2_13036_45_4_20231218135248.jpg,c3_p045_20231218_o04,data/data_52/pi3_13036_45_4_20231218135248.jpg,c4_p045_20231218_o04,data/data_52/pi4_13036_45_4_20231218135248.jpg
p045_20231227,45,20231227,79,4_S7,12,2,c1_p045_20231227_o02,data/data_55/pi1_13754_45_2_20231227125902.jpg,c2_p045_20231227_o02,data/data_55/pi2_13754_45_2_20231227125902.jpg,c3_p045_20231227_o02,data/data_55/pi3_13754_45_2_20231227125903.jpg,c4_p045_20231227_o02,data/data_55/pi4_13754_45_2_20231227125903.jpg
p045_20240104,45,20240104,80,5_S8,12,2,c1_p045_20240104_o02,data/data_57/pi1_14474_45_2_20240104130430.jpg,c2_p045_20240104_o02,data/data_57/pi2_14474_45_2_20240104130429.jpg,c3_p045_20240104_o02,data/data_57/pi3_14474_45_2_20240104130429.jpg,c4_p045_20240104_o02,data/data_57/pi4_14474_45_2_20240104130430.jpg
p046_20230929,46,20230929,13,0_S1,12,4,c1_p046_20230929_o04,data/data_6/pi1_01516_46_4_20230929133641.jpg,c2_p046_20230929_o04,data/data_6/pi2_01516_46_4_20230929133658.jpg,c3_p046_20230929_o04,data/data_6/pi3_01516_46_4_20230929133716.jpg,c4_p046_20230929_o04,data/data_6/pi4_01516_46_4_20230929133730.jpg
p046_20231004,46,20231004,13,0_S1,12,6,c1_p046_20231004_o06,data/data_7/pi1_01758_46_6_20231004091946.jpg,c2_p046_20231004_o06,data/data_7/pi2_01758_46_6_20231004091933.jpg,c3_p046_20231004_o06,data/data_7/pi3_01758_46_6_20231004091919.jpg,c4_p046_20231004_o06,data/data_7/pi4_01758_46_6_20231004091848.jpg
p046_20231011,46,20231011,14,0_S1,12,5,c1_p046_20231011_o05,data/data_10/pi1_02729_46_5_20231011081619.jpg,c2_p046_20231011_o05,data/data_10/pi2_02729_46_5_20231011081638.jpg,c3_p046_20231011_o05,data/data_10/pi3_02729_46_5_20231011081657.jpg,c4_p046_20231011_o05,data/data_10/pi4_02729_46_5_20231011081711.jpg
p046_20231017,46,20231017,52,2_S5,12,9,c1_p046_20231017_o09,data/data_13/pi1_03453_46_9_20231017143428.jpg,c2_p046_20231017_o09,data/data_13/pi2_03453_46_9_20231017143428.jpg,c3_p046_20231017_o09,data/data_13/pi3_03453_46_9_20231017143428.jpg,c4_p046_20231017_o09,data/data_13/pi4_03453_46_9_20231017143428.jpg
p046_20231019,46,20231019,54,2_S5,12,1,c1_p046_20231019_o01,data/data_15/pi1_03925_46_1_20231019132912.jpg,c2_p046_20231019_o01,data/data_15/pi2_03925_46_1_20231019132912.jpg,c3_p046_20231019_o01,data/data_15/pi3_03925_46_1_20231019132912.jpg,c4_p046_20231019_o01,data/data_15/pi4_03925_46_1_20231019132912.jpg
p046_20231023,46,20231023,60,3_S6,12,6,c1_p046_20231023_o06,data/data_18/pi1_04650_46_6_20231023112412.jpg,c2_p046_20231023_o06,data/data_18/pi2_04650_46_6_20231023112412.jpg,c3_p046_20231023_o06,data/data_18/pi3_04650_46_6_20231023112413.jpg,c4_p046_20231023_o06,data/data_18/pi4_04650_46_6_20231023112413.jpg
p046_20231027,46,20231027,61,3_S6,12,9,c1_p046_20231027_o09,data/data_21/pi1_05373_46_9_20231027115632.jpg,c2_p046_20231027_o09,data/data_21/pi2_05373_46_9_20231027115632.jpg,c3_p046_20231027_o09,data/data_21/pi3_05373_46_9_20231027115632.jpg,c4_p046_20231027_o09,data/data_21/pi4_05373_46_9_20231027115632.jpg
p046_20231101,46,20231101,61,3_S6,12,11,c1_p046_20231101_o11,data/data_24/pi1_06095_46_11_20231101103441.jpg,c2_p046_20231101_o11,data/data_24/pi2_06095_46_11_20231101103441.jpg,c3_p046_20231101_o11,data/data_24/pi3_06095_46_11_20231101103441.jpg,c4_p046_20231101_o11,data/data_24/pi4_06095_46_11_20231101103441.jpg
p046_20231106,46,20231106,65,3_S6,12,12,c1_p046_20231106_o12,data/data_27/pi1_06816_46_12_20231106132435.jpg,c2_p046_20231106_o12,data/data_27/pi2_06816_46_12_20231106132436.jpg,c3_p046_20231106_o12,data/data_27/pi3_06816_46_12_20231106132436.jpg,c4_p046_20231106_o12,data/data_27/pi4_06816_46_12_20231106132437.jpg
p046_20231109,46,20231109,66,3_S6,12,2,c1_p046_20231109_o02,data/data_30/pi1_07526_46_2_20231109131122.jpg,c2_p046_20231109_o02,data/data_30/pi2_07526_46_2_20231109131121.jpg,c3_p046_20231109_o02,data/data_30/pi3_07526_46_2_20231109131123.jpg,c4_p046_20231109_o02,data/data_30/pi4_07526_46_2_20231109131123.jpg
p046_20231120,46,20231120,71,4_S7,12,12,c1_p046_20231120_o12,data/data_33/pi1_08256_46_12_20231120142846.jpg,c2_p046_20231120_o12,data/data_33/pi2_08256_46_12_20231120142846.jpg,c3_p046_20231120_o12,data/data_33/pi3_08256_46_12_20231120142847.jpg,c4_p046_20231120_o12,data/data_33/pi4_08256_46_12_20231120142846.jpg
p046_20231127,46,20231127,71,4_S7,12,10,c1_p046_20231127_o10,data/data_36/pi1_09214_46_10_20231127150309.jpg,c2_p046_20231127_o10,data/data_36/pi2_09214_46_10_20231127150310.jpg,c3_p046_20231127_o10,data/data_36/pi3_09214_46_10_20231127150310.jpg,c4_p046_20231127_o10,data/data_36/pi4_09214_46_10_20231127150311.jpg
p046_20231130,46,20231130,72,4_S7,12,2,c1_p046_20231130_o02,data/data_40/pi1_10166_46_2_20231130113629.jpg,c2_p046_20231130_o02,data/data_40/pi2_10166_46_2_20231130113629.jpg,c3_p046_20231130_o02,data/data_40/pi3_10166_46_2_20231130113629.jpg,c4_p046_20231130_o02,data/data_40/pi4_10166_46_2_20231130113630.jpg
p046_20231204,46,20231204,73,4_S7,12,12,c1_p046_20231204_o12,data/data_43/pi1_10896_46_12_20231204151818.jpg,c2_p046_20231204_o12,data/data_43/pi2_10896_46_12_20231204151818.jpg,c3_p046_20231204_o12,data/data_43/pi3_10896_46_12_20231204151819.jpg,c4_p046_20231204_o12,data/data_43/pi4_10896_46_12_20231204151819.jpg
p046_20231211,46,20231211,76,4_S7,12,4,c1_p046_20231211_o04,data/data_47/pi1_11848_46_4_20231211134146.jpg,c2_p046_20231211_o04,data/data_47/pi2_11848_46_4_20231211134146.jpg,c3_p046_20231211_o04,data/data_47/pi3_11848_46_4_20231211134146.jpg,c4_p046_20231211_o04,data/data_47/pi4_11848_46_4_20231211134146.jpg
p046_20231214,46,20231214,78,4_S7,12,7,c1_p046_20231214_o07,data/data_50/pi1_12571_46_7_20231214150740.jpg,c2_p046_20231214_o07,data/data_50/pi2_12571_46_7_20231214150740.jpg,c3_p046_20231214_o07,data/data_50/pi3_12571_46_7_20231214150741.jpg,c4_p046_20231214_o07,data/data_50/pi4_12571_46_7_20231214150741.jpg
p046_20231218,46,20231218,79,4_S7,12,7,c1_p046_20231218_o07,data/data_52/pi1_13051_46_7_20231218135545.jpg,c2_p046_20231218_o07,data/data_52/pi2_13051_46_7_20231218135546.jpg,c3_p046_20231218_o07,data/data_52/pi3_13051_46_7_20231218135546.jpg,c4_p046_20231218_o07,data/data_52/pi4_13051_46_7_20231218135546.jpg
p046_20231227,46,20231227,79,4_S7,12,2,c1_p046_20231227_o02,data/data_55/pi1_13766_46_2_20231227130205.jpg,c2_p046_20231227_o02,data/data_55/pi2_13766_46_2_20231227130205.jpg,c3_p046_20231227_o02,data/data_55/pi3_13766_46_2_20231227130205.jpg,c4_p046_20231227_o02,data/data_55/pi4_13766_46_2_20231227130206.jpg
p046_20240104,46,20240104,81,5_S8,12,3,c1_p046_20240104_o03,data/data_57/pi1_14487_46_3_20240104130843.jpg,c2_p046_20240104_o03,data/data_57/pi2_14487_46_3_20240104130842.jpg,c3_p046_20240104_o03,data/data_57/pi3_14487_46_3_20240104130843.jpg,c4_p046_20240104_o03,data/data_57/pi4_14487_46_3_20240104130843.jpg
p047_20230929,47,20230929,13,0_S1,12,9,c1_p047_20230929_o09,data/data_6/pi1_01533_47_9_20230929133641.jpg,c2_p047_20230929_o09,data/data_6/pi2_01533_47_9_20230929133658.jpg,c3_p047_20230929_o09,data/data_6/pi3_01533_47_9_20230929133716.jpg,c4_p047_20230929_o09,data/data_6/pi4_01533_47_9_20230929133730.jpg
p047_20231004,47,20231004,13,0_S1,12,8,c1_p047_20231004_o08,data/data_7/pi1_01772_47_8_20231004091946.jpg,c2_p047_20231004_o08,data/data_7/pi2_01772_47_8_20231004091933.jpg,c3_p047_20231004_o08,data/data_7/pi3_01772_47_8_20231004091919.jpg,c4_p047_20231004_o08,data/data_7/pi4_01772_47_8_20231004091848.jpg
p047_20231011,47,20231011,14,0_S1,12,11,c1_p047_20231011_o11,data/data_10/pi1_02747_47_11_20231011081619.jpg,c2_p047_20231011_o11,data/data_10/pi2_02747_47_11_20231011081638.jpg,c3_p047_20231011_o11,data/data_10/pi3_02747_47_11_20231011081657.jpg,c4_p047_20231011_o11,data/data_10/pi4_02747_47_11_20231011081711.jpg
p047_20231017,47,20231017,15,0_S1,12,3,c1_p047_20231017_o03,data/data_13/pi1_03459_47_3_20231017143536.jpg,c2_p047_20231017_o03,data/data_13/pi2_03459_47_3_20231017143537.jpg,c3_p047_20231017_o03,data/data_13/pi3_03459_47_3_20231017143537.jpg,c4_p047_20231017_o03,data/data_13/pi4_03459_47_3_20231017143536.jpg
p047_20231019,47,20231019,15,0_S1,12,10,c1_p047_20231019_o10,data/data_15/pi1_03946_47_10_20231019133153.jpg,c2_p047_20231019_o10,data/data_15/pi2_03946_47_10_20231019133153.jpg,c3_p047_20231019_o10,data/data_15/pi3_03946_47_10_20231019133153.jpg,c4_p047_20231019_o10,data/data_15/pi4_03946_47_10_20231019133153.jpg
p047_20231023,47,20231023,16,0_S1,12,8,c1_p047_20231023_o08,data/data_18/pi1_04664_47_8_20231023112612.jpg,c2_p047_20231023_o08,data/data_18/pi2_04664_47_8_20231023112612.jpg,c3_p047_20231023_o08,data/data_18/pi3_04664_47_8_20231023112613.jpg,c4_p047_20231023_o08,data/data_18/pi4_04664_47_8_20231023112613.jpg
p047_20231027,47,20231027,17,0_S1,12,6,c1_p047_20231027_o06,data/data_21/pi1_05382_47_6_20231027132005.jpg,c2_p047_20231027_o06,data/data_21/pi2_05382_47_6_20231027132005.jpg,c3_p047_20231027_o06,data/data_21/pi3_05382_47_6_20231027132005.jpg,c4_p047_20231027_o06,data/data_21/pi4_05382_47_6_20231027132005.jpg
p047_20231101,47,20231101,55,2_S5,12,1,c1_p047_20231101_o01,data/data_24/pi1_06097_47_1_20231101103535.jpg,c2_p047_20231101_o01,data/data_24/pi2_06097_47_1_20231101103536.jpg,c3_p047_20231101_o01,data/data_24/pi3_06097_47_1_20231101103536.jpg,c4_p047_20231101_o01,data/data_24/pi4_06097_47_1_20231101103535.jpg
p047_20231106,47,20231106,61,3_S6,12,2,c1_p047_20231106_o02,data/data_27/pi1_06818_47_2_20231106132538.jpg,c2_p047_20231106_o02,data/data_27/pi2_06818_47_2_20231106132538.jpg,c3_p047_20231106_o02,data/data_27/pi3_06818_47_2_20231106132538.jpg,c4_p047_20231106_o02,data/data_27/pi4_06818_47_2_20231106132539.jpg
p047_20231109,47,20231109,65,3_S6,12,6,c1_p047_20231109_o06,data/data_30/pi1_07542_47_6_20231109131426.jpg,c2_p047_20231109_o06,data/data_30/pi2_07542_47_6_20231109131426.jpg,c3_p047_20231109_o06,data/data_30/pi3_07542_47_6_20231109131427.jpg,c4_p047_20231109_o06,data/data_30/pi4_07542_47_6_20231109131427.jpg
p047_20231120,47,20231120,70,4_S7,12,12,c1_p047_20231120_o12,data/data_33/pi1_08268_47_12_20231120143246.jpg,c2_p047_20231120_o12,data/data_33/pi2_08268_47_12_20231120143246.jpg,c3_p047_20231120_o12,data/data_33/pi3_08268_47_12_20231120143247.jpg,c4_p047_20231120_o12,data/data_33/pi4_08268_47_12_20231120143246.jpg
p047_20231127,47,20231127,71,4_S7,12,10,c1_p047_20231127_o10,data/data_36/pi1_09226_47_10_20231127150503.jpg,c2_p047_20231127_o10,data/data_36/pi2_09226_47_10_20231127150503.jpg,c3_p047_20231127_o10,data/data_36/pi3_09226_47_10_20231127150503.jpg,c4_p047_20231127_o10,data/data_36/pi4_09226_47_10_20231127150504.jpg
p047_20231130,47,20231130,72,4_S7,12,9,c1_p047_20231130_o09,data/data_40/pi1_10185_47_9_20231130113933.jpg,c2_p047_20231130_o09,data/data_40/pi2_10185_47_9_20231130113934.jpg,c3_p047_20231130_o09,data/data_40/pi3_10185_47_9_20231130113934.jpg,c4_p047_20231130_o09,data/data_40/pi4_10185_47_9_20231130113935.jpg
p047_20231204,47,20231204,74,4_S7,12,10,c1_p047_20231204_o10,data/data_43/pi1_10906_47_10_20231204152046.jpg,c2_p047_20231204_o10,data/data_43/pi2_10906_47_10_20231204152047.jpg,c3_p047_20231204_o10,data/data_43/pi3_10906_47_10_20231204152047.jpg,c4_p047_20231204_o10,data/data_43/pi4_10906_47_10_20231204152047.jpg
p047_20231211,47,20231211,76,4_S7,12,12,c1_p047_20231211_o12,data/data_47/pi1_11868_47_12_20231211134609.jpg,c2_p047_20231211_o12,data/data_47/pi2_11868_47_12_20231211134609.jpg,c3_p047_20231211_o12,data/data_47/pi3_11868_47_12_20231211134609.jpg,c4_p047_20231211_o12,data/data_47/pi4_11868_47_12_20231211134609.jpg
p047_20231214,47,20231214,78,4_S7,12,2,c1_p047_20231214_o02,data/data_50/pi1_12578_47_2_20231214150911.jpg,c2_p047_20231214_o02,data/data_50/pi2_12578_47_2_20231214150911.jpg,c3_p047_20231214_o02,data/data_50/pi3_12578_47_2_20231214150911.jpg,c4_p047_20231214_o02,data/data_50/pi4_12578_47_2_20231214150911.jpg
p047_20231218,47,20231218,79,4_S7,12,4,c1_p047_20231218_o04,data/data_52/pi1_13060_47_4_20231218135734.jpg,c2_p047_20231218_o04,data/data_52/pi2_13060_47_4_20231218135734.jpg,c3_p047_20231218_o04,data/data_52/pi3_13060_47_4_20231218135734.jpg,c4_p047_20231218_o04,data/data_52/pi4_13060_47_4_20231218135735.jpg
p047_20231227,47,20231227,81,5_S8,12,5,c1_p047_20231227_o05,data/data_55/pi1_13781_47_5_20231227130658.jpg,c2_p047_20231227_o05,data/data_55/pi2_13781_47_5_20231227130658.jpg,c3_p047_20231227_o05,data/data_55/pi3_13781_47_5_20231227130658.jpg,c4_p047_20231227_o05,data/data_55/pi4_13781_47_5_20231227130659.jpg
