image_id,relpath,camera,session,plant,date,pose,bbch,cls
c4_p033_20231006_o08,data/data_9/pi4_02336_33_8_20231006113924.jpg,4,p033_20231006,33,20231006,8,72,4_S7
c1_p033_20231017_o11,data/data_13/pi1_03299_33_11_20231017135426.jpg,1,p033_20231017,33,20231017,11,73,4_S7
c2_p033_20231017_o11,data/data_13/pi2_03299_33_11_20231017135426.jpg,2,p033_20231017,33,20231017,11,73,4_S7
c3_p033_20231017_o11,data/data_13/pi3_03299_33_11_20231017135427.jpg,3,p033_20231017,33,20231017,11,73,4_S7
c4_p033_20231017_o11,data/data_13/pi4_03299_33_11_20231017135426.jpg,4,p033_20231017,33,20231017,11,73,4_S7
c1_p033_20231023_o03,data/data_17/pi1_04491_33_3_20231023104533.jpg,1,p033_20231023,33,20231023,3,74,4_S7
c2_p033_20231023_o03,data/data_17/pi2_04491_33_3_20231023104534.jpg,2,p033_20231023,33,20231023,3,74,4_S7
c3_p033_20231023_o03,data/data_17/pi3_04491_33_3_20231023104534.jpg,3,p033_20231023,33,20231023,3,74,4_S7
c4_p033_20231023_o03,data/data_17/pi4_04491_33_3_20231023104534.jpg,4,p033_20231023,33,20231023,3,74,4_S7
c1_p033_20231027_o06,data/data_20/pi1_05214_33_6_20231027111641.jpg,1,p033_20231027,33,20231027,6,75,4_S7
c2_p033_20231027_o06,data/data_20/pi2_05214_33_6_20231027111641.jpg,2,p033_20231027,33,20231027,6,75,4_S7
c3_p033_20231027_o06,data/data_20/pi3_05214_33_6_20231027111641.jpg,3,p033_20231027,33,20231027,6,75,4_S7
c4_p033_20231027_o06,data/data_20/pi4_05214_33_6_20231027111641.jpg,4,p033_20231027,33,20231027,6,75,4_S7
c1_p033_20231101_o02,data/data_23/pi1_05930_33_2_20231101095315.jpg,1,p033_20231101,33,20231101,2,76,4_S7
c2_p033_20231101_o02,data/data_23/pi2_05930_33_2_20231101095315.jpg,2,p033_20231101,33,20231101,2,76,4_S7
c3_p033_20231101_o02,data/data_23/pi3_05930_33_2_20231101095315.jpg,3,p033_20231101,33,20231101,2,76,4_S7
c4_p033_20231101_o02,data/data_23/pi4_05930_33_2_20231101095315.jpg,4,p033_20231101,33,20231101,2,76,4_S7
c1_p033_20231106_o01,data/data_26/pi1_06649_33_1_20231106110234.jpg,1,p033_20231106,33,20231106,1,77,4_S7
c2_p033_20231106_o01,data/data_26/pi2_06649_33_1_20231106110234.jpg,2,p033_20231106,33,20231106,1,77,4_S7
c3_p033_20231106_o01,data/data_26/pi3_06649_33_1_20231106110235.jpg,3,p033_20231106,33,20231106,1,77,4_S7
c4_p033_20231106_o01,data/data_26/pi4_06649_33_1_20231106110235.jpg,4,p033_20231106,33,20231106,1,77,4_S7
c1_p033_20231109_o06,data/data_29/pi1_07374_33_6_20231109092437.jpg,1,p033_20231109,33,20231109,6,78,4_S7
c2_p033_20231109_o06,data/data_29/pi2_07374_33_6_20231109092436.jpg,2,p033_20231109,33,20231109,6,78,4_S7
c3_p033_20231109_o06,data/data_29/pi3_07374_33_6_20231109092437.jpg,3,p033_20231109,33,20231109,6,78,4_S7
c4_p033_20231109_o06,data/data_29/pi4_07374_33_6_20231109092437.jpg,4,p033_20231109,33,20231109,6,78,4_S7
c1_p033_20231120_o10,data/data_32/pi1_08098_33_10_20231120135117.jpg,1,p033_20231120,33,20231120,10,83,5_S8
c2_p033_20231120_o10,data/data_32/pi2_08098_33_10_20231120135118.jpg,2,p033_20231120,33,20231120,10,83,5_S8
c3_p033_20231120_o10,data/data_32/pi3_08098_33_10_20231120135119.jpg,3,p033_20231120,33,20231120,10,83,5_S8
c4_p033_20231120_o10,data/data_32/pi4_08098_33_10_20231120135118.jpg,4,p033_20231120,33,20231120,10,83,5_S8
c1_p033_20231124_o09,data/data_35/pi1_08817_33_9_20231124154917.jpg,1,p033_20231124,33,20231124,9,85,5_S8
c2_p033_20231124_o09,data/data_35/pi2_08817_33_9_20231124154824.jpg,2,p033_20231124,33,20231124,9,85,5_S8
c3_p033_20231124_o09,data/data_35/pi3_08817_33_9_20231124154755.jpg,3,p033_20231124,33,20231124,9,85,5_S8
c4_p033_20231124_o09,data/data_35/pi4_08817_33_9_20231124154713.jpg,4,p033_20231124,33,20231124,9,85,5_S8
c1_p033_20231127_o07,data/data_36/pi1_09055_33_7_20231127143358.jpg,1,p033_20231127,33,20231127,7,87,5_S8
c2_p033_20231127_o07,data/data_36/pi2_09055_33_7_20231127143359.jpg,2,p033_20231127,33,20231127,7,87,5_S8
c3_p033_20231127_o07,data/data_36/pi3_09055_33_7_20231127143359.jpg,3,p033_20231127,33,20231127,7,87,5_S8
c4_p033_20231127_o07,data/data_36/pi4_09055_33_7_20231127143359.jpg,4,p033_20231127,33,20231127,7,87,5_S8
c1_p033_20231130_o02,data/data_40/pi1_10010_33_2_20231130100713.jpg,1,p033_20231130,33,20231130,2,89,5_S8
c2_p033_20231130_o02,data/data_40/pi2_10010_33_2_20231130100713.jpg,2,p033_20231130,33,20231130,2,89,5_S8
c3_p033_20231130_o02,data/data_40/pi3_10010_33_2_20231130100713.jpg,3,p033_20231130,33,20231130,2,89,5_S8
c4_p033_20231130_o02,data/data_40/pi4_10010_33_2_20231130100714.jpg,4,p033_20231130,33,20231130,2,89,5_S8
c1_p034_20230828_o01,data/data_1/pi1_00397_34_1_20230828154247.jpg,1,p034_20230828,34,20230828,1,15,0_S1
c2_p034_20230828_o01,data/data_1/pi2_00397_34_1_20230828154311.jpg,2,p034_20230828,34,20230828,1,15,0_S1
c3_p034_20230828_o01,data/data_1/pi3_00397_34_1_20230828154326.jpg,3,p034_20230828,34,20230828,1,15,0_S1
c4_p034_20230828_o01,data/data_1/pi4_00397_34_1_20230828154341.jpg,4,p034_20230828,34,20230828,1,15,0_S1
c1_p034_20230904_o07,data/data_2/pi1_00643_34_7_20230904095544.jpg,1,p034_20230904,34,20230904,7,53,2_S5
c2_p034_20230904_o07,data/data_2/pi2_00643_34_7_20230904095610.jpg,2,p034_20230904,34,20230904,7,53,2_S5
c3_p034_20230904_o07,data/data_2/pi3_00643_34_7_20230904095624.jpg,3,p034_20230904,34,20230904,7,53,2_S5
c4_p034_20230904_o07,data/data_2/pi4_00643_34_7_20230904095637.jpg,4,p034_20230904,34,20230904,7,53,2_S5
c1_p034_20230908_o03,data/data_3/pi1_00879_34_3_20230908154600.jpg,1,p034_20230908,34,20230908,3,61,3_S6
c2_p034_20230908_o03,data/data_3/pi2_00879_34_3_20230908154627.jpg,2,p034_20230908,34,20230908,3,61,3_S6
c3_p034_20230908_o03,data/data_3/pi3_00879_34_3_20230908154644.jpg,3,p034_20230908,34,20230908,3,61,3_S6
c4_p034_20230908_o03,data/data_3/pi4_00879_34_3_20230908155322.jpg,4,p034_20230908,34,20230908,3,61,3_S6
c1_p034_20230921_o01,data/data_5/pi1_01369_34_1_20230921150721.jpg,1,p034_20230921,34,20230921,1,70,4_S7
c2_p034_20230921_o01,data/data_5/pi2_01369_34_1_20230921150707.jpg,2,p034_20230921,34,20230921,1,70,4_S7
c3_p034_20230921_o01,data/data_5/pi3_01369_34_1_20230921150653.jpg,3,p034_20230921,34,20230921,1,70,4_S7
c4_p034_20230921_o01,data/data_5/pi4_01369_34_1_20230921150615.jpg,4,p034_20230921,34,20230921,1,70,4_S7
c1_p034_20231006_o01,data/data_9/pi1_02341_34_1_20231006114010.jpg,1,p034_20231006,34,20231006,1,72,4_S7
c2_p034_20231006_o01,data/data_9/pi2_02341_34_1_20231006113958.jpg,2,p034_20231006,34,20231006,1,72,4_S7
c3_p034_20231006_o01,data/data_9/pi3_02341_34_1_20231006113943.jpg,3,p034_20231006,34,20231006,1,72,4_S7
c4_p034_20231006_o01,data/data_9/pi4_02341_34_1_20231006113924.jpg,4,p034_20231006,34,20231006,1,72,4_S7
c1_p034_20231017_o03,data/data_13/pi1_03303_34_3_20231017135631.jpg,1,p034_20231017,34,20231017,3,73,4_S7
c2_p034_20231017_o03,data/data_13/pi2_03303_34_3_20231017135631.jpg,2,p034_20231017,34,20231017,3,73,4_S7
c3_p034_20231017_o03,data/data_13/pi3_03303_34_3_20231017135632.jpg,3,p034_20231017,34,20231017,3,73,4_S7
c4_p034_20231017_o03,data/data_13/pi4_03303_34_3_20231017135631.jpg,4,p034_20231017,34,20231017,3,73,4_S7
c1_p034_20231023_o12,data/data_18/pi1_04512_34_12_20231023105039.jpg,1,p034_20231023,34,20231023,12,74,4_S7
c2_p034_20231023_o12,data/data_18/pi2_04512_34_12_20231023105039.jpg,2,p034_20231023,34,20231023,12,74,4_S7
c3_p034_20231023_o12,data/data_18/pi3_04512_34_12_20231023105040.jpg,3,p034_20231023,34,20231023,12,74,4_S7
c4_p034_20231023_o12,data/data_18/pi4_04512_34_12_20231023105040.jpg,4,p034_20231023,34,20231023,12,74,4_S7
c1_p034_20231027_o11,data/data_20/pi1_05231_34_11_20231027112042.jpg,1,p034_20231027,34,20231027,11,76,4_S7
c2_p034_20231027_o11,data/data_20/pi2_05231_34_11_20231027112042.jpg,2,p034_20231027,34,20231027,11,76,4_S7
c3_p034_20231027_o11,data/data_20/pi3_05231_34_11_20231027112042.jpg,3,p034_20231027,34,20231027,11,76,4_S7
c4_p034_20231027_o11,data/data_20/pi4_05231_34_11_20231027112042.jpg,4,p034_20231027,34,20231027,11,76,4_S7
c1_p034_20231101_o01,data/data_23/pi1_05941_34_1_20231101095700.jpg,1,p034_20231101,34,20231101,1,77,4_S7
c2_p034_20231101_o01,data/data_23/pi2_05941_34_1_20231101095700.jpg,2,p034_20231101,34,20231101,1,77,4_S7
c3_p034_20231101_o01,data/data_23/pi3_05941_34_1_20231101095700.jpg,3,p034_20231101,34,20231101,1,77,4_S7
c4_p034_20231101_o01,data/data_23/pi4_05941_34_1_20231101095700.jpg,4,p034_20231101,34,20231101,1,77,4_S7
c1_p034_20231106_o01,data/data_26/pi1_06661_34_1_20231106110548.jpg,1,p034_20231106,34,20231106,1,78,4_S7
c2_p034_20231106_o01,data/data_26/pi2_06661_34_1_20231106110549.jpg,2,p034_20231106,34,20231106,1,78,4_S7
c3_p034_20231106_o01,data/data_26/pi3_06661_34_1_20231106110549.jpg,3,p034_20231106,34,20231106,1,78,4_S7
c4_p034_20231106_o01,data/data_26/pi4_06661_34_1_20231106110550.jpg,4,p034_20231106,34,20231106,1,78,4_S7
c1_p034_20231109_o06,data/data_29/pi1_07386_34_6_20231109092803.jpg,1,p034_20231109,34,20231109,6,79,4_S7
c2_p034_20231109_o06,data/data_29/pi2_07386_34_6_20231109092802.jpg,2,p034_20231109,34,20231109,6,79,4_S7
c3_p034_20231109_o06,data/data_29/pi3_07386_34_6_20231109092803.jpg,3,p034_20231109,34,20231109,6,79,4_S7
c4_p034_20231109_o06,data/data_29/pi4_07386_34_6_20231109092803.jpg,4,p034_20231109,34,20231109,6,79,4_S7
c1_p034_20231120_o07,data/data_32/pi1_08107_34_7_20231120135427.jpg,1,p034_20231120,34,20231120,7,82,5_S8
c2_p034_20231120_o07,data/data_32/pi2_08107_34_7_20231120135428.jpg,2,p034_20231120,34,20231120,7,82,5_S8
c3_p034_20231120_o07,data/data_32/pi3_08107_34_7_20231120135428.jpg,3,p034_20231120,34,20231120,7,82,5_S8
c4_p034_20231120_o07,data/data_32/pi4_08107_34_7_20231120135428.jpg,4,p034_20231120,34,20231120,7,82,5_S8
c1_p034_20231124_o06,data/data_35/pi1_08826_34_6_20231124154917.jpg,1,p034_20231124,34,20231124,6,86,5_S8
c2_p034_20231124_o06,data/data_35/pi2_08826_34_6_20231124154824.jpg,2,p034_20231124,34,20231124,6,86,5_S8
c3_p034_20231124_o06,data/data_35/pi3_08826_34_6_20231124154755.jpg,3,p034_20231124,34,20231124,6,86,5_S8
c4_p034_20231124_o06,data/data_35/pi4_08826_34_6_20231124154713.jpg,4,p034_20231124,34,20231124,6,86,5_S8
c1_p034_20231127_o09,data/data_36/pi1_09069_34_9_20231127143637.jpg,1,p034_20231127,34,20231127,9,88,5_S8
c2_p034_20231127_o09,data/data_36/pi2_09069_34_9_20231127143637.jpg,2,p034_20231127,34,20231127,9,88,5_S8
c3_p034_20231127_o09,data/data_36/pi3_09069_34_9_20231127143638.jpg,3,p034_20231127,34,20231127,9,88,5_S8
c4_p034_20231127_o09,data/data_36/pi4_09069_34_9_20231127143638.jpg,4,p034_20231127,34,20231127,9,88,5_S8
c1_p034_20231130_o04,data/data_40/pi1_10024_34_4_20231130101157.jpg,1,p034_20231130,34,20231130,4,89,5_S8
c2_p034_20231130_o04,data/data_40/pi2_10024_34_4_20231130101157.jpg,2,p034_20231130,34,20231130,4,89,5_S8
c3_p034_20231130_o04,data/data_40/pi3_10024_34_4_20231130101157.jpg,3,p034_20231130,34,20231130,4,89,5_S8
c4_p034_20231130_o04,data/data_40/pi4_10024_34_4_20231130101158.jpg,4,p034_20231130,34,20231130,4,89,5_S8
c1_p035_20230828_o11,data/data_1/pi1_00419_35_11_20230828154247.jpg,1,p035_20230828,35,20230828,11,14,0_S1
c2_p035_20230828_o11,data/data_1/pi2_00419_35_11_20230828154311.jpg,2,p035_20230828,35,20230828,11,14,0_S1
c3_p035_20230828_o11,data/data_1/pi3_00419_35_11_20230828154326.jpg,3,p035_20230828,35,20230828,11,14,0_S1
c4_p035_20230828_o11,data/data_1/pi4_00419_35_11_20230828154341.jpg,4,p035_20230828,35,20230828,11,14,0_S1
c1_p035_20230904_o01,data/data_2/pi1_00649_35_1_20230904095544.jpg,1,p035_20230904,35,20230904,1,16,0_S1
c2_p035_20230904_o01,data/data_2/pi2_00649_35_1_20230904095610.jpg,2,p035_20230904,35,20230904,1,16,0_S1
c3_p035_20230904_o01,data/data_2/pi3_00649_35_1_20230904095624.jpg,3,p035_20230904,35,20230904,1,16,0_S1
c4_p035_20230904_o01,data/data_2/pi4_00649_35_1_20230904095637.jpg,4,p035_20230904,35,20230904,1,16,0_S1
c1_p035_20230908_o08,data/data_3/pi1_00896_35_8_20230908154600.jpg,1,p035_20230908,35,20230908,8,52,2_S5
c2_p035_20230908_o08,data/data_3/pi2_00896_35_8_20230908154627.jpg,2,p035_20230908,35,20230908,8,52,2_S5
c3_p035_20230908_o08,data/data_3/pi3_00896_35_8_20230908154644.jpg,3,p035_20230908,35,20230908,8,52,2_S5
c4_p035_20230908_o08,data/data_3/pi4_00896_35_8_20230908155322.jpg,4,p035_20230908,35,20230908,8,52,2_S5
c1_p035_20230921_o06,data/data_5/pi1_01386_35_6_20230921150721.jpg,1,p035_20230921,35,20230921,6,52,2_S5
c2_p035_20230921_o06,data/data_5/pi2_01386_35_6_20230921150707.jpg,2,p035_20230921,35,20230921,6,52,2_S5
c3_p035_20230921_o06,data/data_5/pi3_01386_35_6_20230921150653.jpg,3,p035_20230921,35,20230921,6,52,2_S5
c4_p035_20230921_o06,data/data_5/pi4_01386_35_6_20230921150615.jpg,4,p035_20230921,35,20230921,6,52,2_S5
c1_p035_20231006_o07,data/data_9/pi1_02359_35_7_20231006114010.jpg,1,p035_20231006,35,20231006,7,52,2_S5
c2_p035_20231006_o07,data/data_9/pi2_02359_35_7_20231006113958.jpg,2,p035_20231006,35,20231006,7,52,2_S5
c3_p035_20231006_o07,data/data_9/pi3_02359_35_7_20231006113943.jpg,3,p035_20231006,35,20231006,7,52,2_S5
c4_p035_20231006_o07,data/data_9/pi4_02359_35_7_20231006113924.jpg,4,p035_20231006,35,20231006,7,52,2_S5
c1_p035_20231017_o05,data/data_13/pi1_03317_35_5_20231017135912.jpg,1,p035_20231017,35,20231017,5,52,2_S5
c2_p035_20231017_o05,data/data_13/pi2_03317_35_5_20231017135913.jpg,2,p035_20231017,35,20231017,5,52,2_S5
c3_p035_20231017_o05,data/data_13/pi3_03317_35_5_20231017135913.jpg,3,p035_20231017,35,20231017,5,52,2_S5
c4_p035_20231017_o05,data/data_13/pi4_03317_35_5_20231017135912.jpg,4,p035_20231017,35,20231017,5,52,2_S5
c1_p035_20231023_o05,data/data_18/pi1_04517_35_5_20231023105218.jpg,1,p035_20231023,35,20231023,5,52,2_S5
c2_p035_20231023_o05,data/data_18/pi2_04517_35_5_20231023105218.jpg,2,p035_20231023,35,20231023,5,52,2_S5
c3_p035_20231023_o05,data/data_18/pi3_04517_35_5_20231023105219.jpg,3,p035_20231023,35,20231023,5,52,2_S5
c4_p035_20231023_o05,data/data_18/pi4_04517_35_5_20231023105219.jpg,4,p035_20231023,35,20231023,5,52,2_S5
c1_p035_20231027_o02,data/data_20/pi1_05234_35_2_20231027112148.jpg,1,p035_20231027,35,20231027,2,52,2_S5
c2_p035_20231027_o02,data/data_20/pi2_05234_35_2_20231027112148.jpg,2,p035_20231027,35,20231027,2,52,2_S5
c3_p035_20231027_o02,data/data_20/pi3_05234_35_2_20231027112148.jpg,3,p035_20231027,35,20231027,2,52,2_S5
c4_p035_20231027_o02,data/data_20/pi4_05234_35_2_20231027112148.jpg,4,p035_20231027,35,20231027,2,52,2_S5
c1_p035_20231101_o11,data/data_23/pi1_05963_35_11_20231101100044.jpg,1,p035_20231101,35,20231101,11,52,2_S5
c2_p035_20231101_o11,data/data_23/pi2_05963_35_11_20231101100045.jpg,2,p035_20231101,35,20231101,11,52,2_S5
c3_p035_20231101_o11,data/data_23/pi3_05963_35_11_20231101100045.jpg,3,p035_20231101,35,20231101,11,52,2_S5
c4_p035_20231101_o11,data/data_23/pi4_05963_35_11_20231101100045.jpg,4,p035_20231101,35,20231101,11,52,2_S5
c1_p035_20231106_o08,data/data_26/pi1_06680_35_8_20231106111241.jpg,1,p035_20231106,35,20231106,8,52,2_S5
c2_p035_20231106_o08,data/data_26/pi2_06680_35_8_20231106111242.jpg,2,p035_20231106,35,20231106,8,52,2_S5
c3_p035_20231106_o08,data/data_26/pi3_06680_35_8_20231106111242.jpg,3,p035_20231106,35,20231106,8,52,2_S5
c4_p035_20231106_o08,data/data_26/pi4_06680_35_8_20231106111243.jpg,4,p035_20231106,35,20231106,8,52,2_S5
c1_p035_20231109_o09,data/data_29/pi1_07401_35_9_20231109093036.jpg,1,p035_20231109,35,20231109,9,52,2_S5
c2_p035_20231109_o09,data/data_29/pi2_07401_35_9_20231109093035.jpg,2,p035_20231109,35,20231109,9,52,2_S5
c3_p035_20231109_o09,data/data_29/pi3_07401_35_9_20231109093036.jpg,3,p035_20231109,35,20231109,9,52,2_S5
c4_p035_20231109_o09,data/data_29/pi4_07401_35_9_20231109093036.jpg,4,p035_20231109,35,20231109,9,52,2_S5
c1_p035_20231120_o07,data/data_32/pi1_08119_35_7_20231120135708.jpg,1,p035_20231120,35,20231120,7,52,2_S5
c2_p035_20231120_o07,data/data_32/pi2_08119_35_7_20231120135708.jpg,2,p035_20231120,35,20231120,7,52,2_S5
c3_p035_20231120_o07,data/data_32/pi3_08119_35_7_20231120135709.jpg,3,p035_20231120,35,20231120,7,52,2_S5
c4_p035_20231120_o07,data/data_32/pi4_08119_35_7_20231120135708.jpg,4,p035_20231120,35,20231120,7,52,2_S5
c1_p035_20231124_o01,data/data_35/pi1_08833_35_1_20231124154917.jpg,1,p035_20231124,35,20231124,1,52,2_S5
c2_p035_20231124_o01,data/data_35/pi2_08833_35_1_20231124154824.jpg,2,p035_20231124,35,20231124,1,52,2_S5
c3_p035_20231124_o01,data/data_35/pi3_08833_35_1_20231124154755.jpg,3,p035_20231124,35,20231124,1,52,2_S5
c4_p035_20231124_o01,data/data_35/pi4_08833_35_1_20231124154713.jpg,4,p035_20231124,35,20231124,1,52,2_S5
c1_p035_20231127_o10,data/data_36/pi1_09082_35_10_20231127143826.jpg,1,p035_20231127,35,20231127,10,52,2_S5
c2_p035_20231127_o10,data/data_36/pi2_09082_35_10_20231127143827.jpg,2,p035_20231127,35,20231127,10,52,2_S5
c3_p035_20231127_o10,data/data_36/pi3_09082_35_10_20231127143827.jpg,3,p035_20231127,35,20231127,10,52,2_S5
c4_p035_20231127_o10,data/data_36/pi4_09082_35_10_20231127143827.jpg,4,p035_20231127,35,20231127,10,52,2_S5
c1_p035_20231130_o06,data/data_40/pi1_10038_35_6_20231130101536.jpg,1,p035_20231130,35,20231130,6,52,2_S5
c2_p035_20231130_o06,data/data_40/pi2_10038_35_6_20231130101537.jpg,2,p035_20231130,35,20231130,6,52,2_S5
c3_p035_20231130_o06,data/data_40/pi3_10038_35_6_20231130101537.jpg,3,p035_20231130,35,20231130,6,52,2_S5
c4_p035_20231130_o06,data/data_40/pi4_10038_35_6_20231130101538.jpg,4,p035_20231130,35,20231130,6,52,2_S5
c1_p036_20230828_o07,data/data_1/pi1_00427_36_7_20230828154247.jpg,1,p036_20230828,36,20230828,7,51,2_S5
c2_p036_20230828_o07,data/data_1/pi2_00427_36_7_20230828154311.jpg,2,p036_20230828,36,20230828,7,51,2_S5
c3_p036_20230828_o07,data/data_1/pi3_00427_36_7_20230828154326.jpg,3,p036_20230828,36,20230828,7,51,2_S5
c4_p036_20230828_o07,data/data_1/pi4_00427_36_7_20230828154341.jpg,4,p036_20230828,36,20230828,7,51,2_S5
c1_p036_20230904_o04,data/data_2/pi1_00664_36_4_20230904095544.jpg,1,p036_20230904,36,20230904,4,60,3_S6
c2_p036_20230904_o04,data/data_2/pi2_00664_36_4_20230904095610.jpg,2,p036_20230904,36,20230904,4,60,3_S6
c3_p036_20230904_o04,data/data_2/pi3_00664_36_4_20230904095624.jpg,3,p036_20230904,36,20230904,4,60,3_S6
c4_p036_20230904_o04,data/data_2/pi4_00664_36_4_20230904095637.jpg,4,p036_20230904,36,20230904,4,60,3_S6
c1_p036_20230908_o01,data/data_3/pi1_00901_36_1_20230908154600.jpg,1,p036_20230908,36,20230908,1,63,3_S6
c2_p036_20230908_o01,data/data_3/pi2_00901_36_1_20230908154627.jpg,2,p036_20230908,36,20230908,1,63,3_S6
c3_p036_20230908_o01,data/data_3/pi3_00901_36_1_20230908154644.jpg,3,p036_20230908,36,20230908,1,63,3_S6
c4_p036_20230908_o01,data/data_3/pi4_00901_36_1_20230908155322.jpg,4,p036_20230908,36,20230908,1,63,3_S6
c1_p036_20230921_o03,data/data_5/pi1_01395_36_3_20230921150721.jpg,1,p036_20230921,36,20230921,3,70,4_S7
c2_p036_20230921_o03,data/data_5/pi2_01395_36_3_20230921150707.jpg,2,p036_20230921,36,20230921,3,70,4_S7
c3_p036_20230921_o03,data/data_5/pi3_01395_36_3_20230921150653.jpg,3,p036_20230921,36,20230921,3,70,4_S7
c4_p036_20230921_o03,data/data_5/pi4_01395_36_3_20230921150615.jpg,4,p036_20230921,36,20230921,3,70,4_S7
c1_p036_20231006_o01,data/data_9/pi1_02365_36_1_20231006114010.jpg,1,p036_20231006,36,20231006,1,72,4_S7
c2_p036_20231006_o01,data/data_9/pi2_02365_36_1_20231006113958.jpg,2,p036_20231006,36,20231006,1,72,4_S7
c3_p036_20231006_o01,data/data_9/pi3_02365_36_1_20231006113943.jpg,3,p036_20231006,36,20231006,1,72,4_S7
c4_p036_20231006_o01,data/data_9/pi4_02365_36_1_20231006113924.jpg,4,p036_20231006,36,20231006,1,72,4_S7
c1_p036_20231017_o03,data/data_13/pi1_03327_36_3_20231017140230.jpg,1,p036_20231017,36,20231017,3,73,4_S7
c2_p036_20231017_o03,data/data_13/pi2_03327_36_3_20231017140230.jpg,2,p036_20231017,36,20231017,3,73,4_S7
c3_p036_20231017_o03,data/data_13/pi3_03327_36_3_20231017140231.jpg,3,p036_20231017,36,20231017,3,73,4_S7
c4_p036_20231017_o03,data/data_13/pi4_03327_36_3_20231017140230.jpg,4,p036_20231017,36,20231017,3,73,4_S7
c1_p036_20231023_o02,data/data_18/pi1_04526_36_2_20231023105446.jpg,1,p036_20231023,36,20231023,2,74,4_S7
c2_p036_20231023_o02,data/data_18/pi2_04526_36_2_20231023105447.jpg,2,p036_20231023,36,20231023,2,74,4_S7
c3_p036_20231023_o02,data/data_18/pi3_04526_36_2_20231023105447.jpg,3,p036_20231023,36,20231023,2,74,4_S7
c4_p036_20231023_o02,data/data_18/pi4_04526_36_2_20231023105447.jpg,4,p036_20231023,36,20231023,2,74,4_S7
c1_p036_20231027_o05,data/data_20/pi1_05249_36_5_20231027112828.jpg,1,p036_20231027,36,20231027,5,75,4_S7
c2_p036_20231027_o05,data/data_20/pi2_05249_36_5_20231027112828.jpg,2,p036_20231027,36,20231027,5,75,4_S7
c3_p036_20231027_o05,data/data_20/pi3_05249_36_5_20231027112828.jpg,3,p036_20231027,36,20231027,5,75,4_S7
c4_p036_20231027_o05,data/data_20/pi4_05249_36_5_20231027112828.jpg,4,p036_20231027,36,20231027,5,75,4_S7
c1_p036_20231101_o09,data/data_23/pi1_05973_36_9_20231101100324.jpg,1,p036_20231101,36,20231101,9,76,4_S7
c2_p036_20231101_o09,data/data_23/pi2_05973_36_9_20231101100324.jpg,2,p036_20231101,36,20231101,9,76,4_S7
c3_p036_20231101_o09,data/data_23/pi3_05973_36_9_20231101100324.jpg,3,p036_20231101,36,20231101,9,76,4_S7
c4_p036_20231101_o09,data/data_23/pi4_05973_36_9_20231101100324.jpg,4,p036_20231101,36,20231101,9,76,4_S7
c1_p036_20231106_o06,data/data_26/pi1_06690_36_6_20231106111737.jpg,1,p036_20231106,36,20231106,6,77,4_S7
c2_p036_20231106_o06,data/data_26/pi2_06690_36_6_20231106111737.jpg,2,p036_20231106,36,20231106,6,77,4_S7
c3_p036_20231106_o06,data/data_26/pi3_06690_36_6_20231106111738.jpg,3,p036_20231106,36,20231106,6,77,4_S7
c4_p036_20231106_o06,data/data_26/pi4_06690_36_6_20231106111738.jpg,4,p036_20231106,36,20231106,6,77,4_S7
c1_p036_20231109_o04,data/data_29/pi1_07408_36_4_20231109093236.jpg,1,p036_20231109,36,20231109,4,78,4_S7
c2_p036_20231109_o04,data/data_29/pi2_07408_36_4_20231109093235.jpg,2,p036_20231109,36,20231109,4,78,4_S7
c3_p036_20231109_o04,data/data_29/pi3_07408_36_4_20231109093236.jpg,3,p036_20231109,36,20231109,4,78,4_S7
c4_p036_20231109_o04,data/data_29/pi4_07408_36_4_20231109093237.jpg,4,p036_20231109,36,20231109,4,78,4_S7
c1_p036_20231120_o10,data/data_32/pi1_08134_36_10_20231120140021.jpg,1,p036_20231120,36,20231120,10,81,5_S8
c2_p036_20231120_o10,data/data_32/pi2_08134_36_10_20231120140021.jpg,2,p036_20231120,36,20231120,10,81,5_S8
c3_p036_20231120_o10,data/data_32/pi3_08134_36_10_20231120140022.jpg,3,p036_20231120,36,20231120,10,81,5_S8
c4_p036_20231120_o10,data/data_32/pi4_08134_36_10_20231120140021.jpg,4,p036_20231120,36,20231120,10,81,5_S8
c1_p036_20231124_o08,data/data_35/pi1_08852_36_8_20231124154917.jpg,1,p036_20231124,36,20231124,8,82,5_S8
c2_p036_20231124_o08,data/data_35/pi2_08852_36_8_20231124154824.jpg,2,p036_20231124,36,20231124,8,82,5_S8
c3_p036_20231124_o08,data/data_35/pi3_08852_36_8_20231124154755.jpg,3,p036_20231124,36,20231124,8,82,5_S8
c4_p036_20231124_o08,data/data_35/pi4_08852_36_8_20231124154713.jpg,4,p036_20231124,36,20231124,8,82,5_S8
c1_p036_20231127_o04,data/data_36/pi1_09088_36_4_20231127143958.jpg,1,p036_20231127,36,20231127,4,83,5_S8
c2_p036_20231127_o04,data/data_36/pi2_09088_36_4_20231127143958.jpg,2,p036_20231127,36,20231127,4,83,5_S8
c3_p036_20231127_o04,data/data_36/pi3_09088_36_4_20231127143958.jpg,3,p036_20231127,36,20231127,4,83,5_S8
c4_p036_20231127_o04,data/data_36/pi4_09088_36_4_20231127143959.jpg,4,p036_20231127,36,20231127,4,83,5_S8
c1_p036_20231130_o05,data/data_40/pi1_10049_36_5_20231130101813.jpg,1,p036_20231130,36,20231130,5,84,5_S8
