session,plant,fold,bbch,cls,p_0_S1,p_1_S2,p_2_S5,p_3_S6,p_4_S7,p_5_S8,pred,camera
p042_20231211,42,1,80,5_S8,3.15915832305525e-07,2.9455340250194996e-06,0.000115189976157,0.00030805874692,0.9840526624999999,0.015520802337500002,4_S7,fusion
p042_20231214,42,1,82,5_S8,2.092384671408e-05,6.3964501228e-05,0.00027889889125000004,0.00042385711775,0.7391925392500001,0.260019875125,4_S7,fusion
p042_20231218,42,1,82,5_S8,9.088907238326e-06,7.538817349894174e-05,0.0007292286834425,0.00020045822122325002,0.851319155,0.14766666095,4_S7,fusion
p042_20231227,42,1,83,5_S8,2.82259235095e-05,4.52390492625e-05,0.00038339270125,4.2385606749999996e-05,0.69026479,0.30923598325,4_S7,fusion
p042_20240104,42,1,84,5_S8,6.645586065375e-06,7.17890205575e-06,0.000129199562525,4.2519161875000004e-06,0.58357521425,0.41627749000000003,4_S7,fusion
p044_20230929,44,1,13,0_S1,0.9979729749999999,3.7559095325e-05,0.001794006529625,4.02603792725e-05,0.0001174861214625,3.77105115675e-05,0_S1,fusion
p044_20231004,44,1,13,0_S1,0.9939214000000001,0.001441519215,0.004123655009,0.00018284959770000002,0.00023386640925,9.6692511575e-05,0_S1,fusion
p044_20231011,44,1,15,0_S1,0.62183819,0.05140074525,0.2943911425,0.021800198875,0.009822971405,0.0007467375125,0_S1,fusion
p044_20231017,44,1,20,1_S2,0.12064216275,0.07770510975,0.6386484,0.12262840075,0.039110546275,0.001265379965,2_S5,fusion
p044_20231019,44,1,51,2_S5,0.024630008125,0.066184915,0.5748680875,0.27189760625000003,0.06029978895,0.00211955873875,2_S5,fusion
p044_20231023,44,1,54,2_S5,0.0512411935956,0.1208789688,0.34316913025,0.41844346250000003,0.06490076325000001,0.0013664900795,3_S6,fusion
p044_20231027,44,1,55,2_S5,9.905640288575001e-05,0.0062020561333249995,0.14959948764575,0.6031825925000001,0.24060810595,0.00030868831114999997,3_S6,fusion
p044_20231101,44,1,59,2_S5,1.601429645e-05,0.00039830483749999995,0.0271247595875,0.5268310475,0.4425988275,0.003031011900335,3_S6,fusion
p044_20231106,44,1,61,3_S6,1.181976581e-05,0.0004986897335,0.0010272017525,0.46903605400000004,0.525832785,0.0035934374352,4_S7,fusion
p044_20231109,44,1,68,3_S6,1.7786580555e-05,0.0028123300062500006,0.0032963915550000005,0.4320102225,0.5614538525,0.00040944626499999997,4_S7,fusion
p044_20231120,44,1,70,4_S7,1.7064532041925e-05,0.0006973995451465001,0.0030805610083250003,0.0756707910375,0.91730091,0.003233310204,4_S7,fusion
p044_20231127,44,1,71,4_S7,5.274449697765e-07,5.407062366025e-06,4.656032586e-05,0.003199033058425,0.9965396875000001,0.00020877910227,4_S7,fusion
p044_20231130,44,1,72,4_S7,4.0136077119721445e-06,2.00763293141205e-05,0.00048345856018925,0.0008124478200767501,0.9790660125,0.01961399105815,4_S7,fusion
p044_20231204,44,1,72,4_S7,4.17699335876e-06,2.269043348205e-05,0.00034755947339,0.002285682246,0.9960558475000001,0.0012840806005000001,4_S7,fusion
p044_20231211,44,1,73,4_S7,9.421719490000001e-07,1.4397287249999999e-06,0.000161357010575,0.00058343708925,0.8353420325,0.1639108021725,4_S7,fusion
p044_20231214,44,1,74,4_S7,2.9024410368250003e-08,1.521719527e-07,4.816884250875e-06,6.3853880795e-05,0.9873868875,0.01254431197,4_S7,fusion
p044_20231218,44,1,76,4_S7,4.499662904292e-07,5.2544276637e-06,7.65641631595e-05,0.0023859138946999998,0.99201605,0.0055157513374999995,4_S7,fusion
p044_20231227,44,1,79,4_S7,3.7803925250000006e-08,2.1283568750000002e-07,0.00030789822216500007,1.219255765e-05,0.7043186275,0.29536099475,4_S7,fusion
p044_20240104,44,1,81,5_S8,6.7330148175e-08,7.2768924675e-07,0.000154274901675,1.32576397275e-05,0.5709748668250001,0.42885681,4_S7,fusion
p047_20230929,47,1,13,0_S1,0.99996233,6.16714993e-06,2.05967713325e-05,7.929285512500001e-07,3.7460616375e-06,6.3548229825e-06,0_S1,fusion
p047_20231004,47,1,13,0_S1,0.999684265,6.32342637125e-05,0.00022034940677500002,5.4756051975e-06,1.4968891899999998e-05,1.16797647075e-05,0_S1,fusion
p047_20231011,47,1,14,0_S1,0.9594126475,0.012279785635,0.017360696154999997,0.0023844476362499998,0.00662695716175,0.0019354433051500001,0_S1,fusion
p047_20231017,47,1,15,0_S1,0.35539710675,0.09139698874999999,0.5265711775,0.0220146618,0.0039642970849999995,0.000655751823,2_S5,fusion
p047_20231019,47,1,15,0_S1,0.12861183,0.1317760245,0.667688375,0.06349768924999999,0.00672035469,0.001705698165,2_S5,fusion
p047_20231023,47,1,16,0_S1,0.01681244135,0.06195232035,0.4204130975,0.280878465,0.21196614975,0.007977541825,2_S5,fusion
p047_20231027,47,1,17,0_S1,6.1188941175e-05,0.004869758282499999,0.040774085075,0.6628417424999999,0.28566368649999996,0.005789532545,3_S6,fusion
p047_20231101,47,1,55,2_S5,0.0006908166174999999,0.0156265983,0.26535829925,0.5909026525000001,0.126377676,0.0010439738150000001,3_S6,fusion
p047_20231106,47,1,61,3_S6,0.002781077725,0.016322617299999998,0.12550079675,0.785909615,0.065896808125,0.0035890702025,3_S6,fusion
p047_20231109,47,1,65,3_S6,2.94750011175e-06,5.1238991375e-05,0.006926834889,0.2029034035,0.783967165,0.00614844921635,4_S7,fusion
p047_20231120,47,1,70,4_S7,0.000571947383840325,0.0037239121328690003,0.013616976751525001,0.0608157835675,0.908695425,0.012575962829999999,4_S7,fusion
p047_20231127,47,1,71,4_S7,1.5577399724964018e-06,2.6380637729894824e-05,7.8044260347375e-05,0.2487807404135,0.7509781474999999,0.00013515858550000001,4_S7,fusion
p047_20231130,47,1,72,4_S7,2.7464797084e-05,0.00013165336917225,0.000776211336225,0.08573937443525001,0.9061433649999999,0.00718192105,4_S7,fusion
p047_20231204,47,1,74,4_S7,2.0363177291203377e-05,4.635654470877925e-05,0.00020255385945925,0.0982915357051375,0.9008127,0.000626484209465,4_S7,fusion
p047_20231211,47,1,76,4_S7,6.129642013e-08,7.559395110499999e-07,4.1935907950000006e-05,0.00029318749374999996,0.9453219875,0.05434205448,4_S7,fusion
p047_20231214,47,1,78,4_S7,7.6134680905e-07,1.5266996296500001e-06,2.7581872555e-05,0.0002025702556,0.9955531725,0.0042143796874999995,4_S7,fusion
p047_20231218,47,1,79,4_S7,9.032606829e-08,8.509142857499998e-07,0.00014398119775,0.00011918013400499999,0.9706245250000001,0.029111403120000004,4_S7,fusion
p047_20231227,47,1,81,5_S8,3.73387995e-08,3.3418213749999996e-07,0.003520931775225,8.89771825e-06,0.628699482,0.36777030525,4_S7,fusion
p047_20240104,47,1,82,5_S8,1.40535962501e-06,7.06041100375e-07,6.6767976e-06,2.0575734e-06,0.041836786485,0.9581522999999998,5_S8,fusion
p049_20230929,49,1,13,0_S1,0.9991719475,2.5219655280000004e-05,0.0007730777323749999,7.187455351e-06,1.2559566560000002e-05,9.99606208e-06,0_S1,fusion
p049_20231004,49,1,13,0_S1,0.9988720500000001,0.00042116112674999996,0.00063408622675,4.9268556075e-05,1.2694393375e-05,1.0707177587500001e-05,0_S1,fusion
p049_20231011,49,1,15,0_S1,0.9853036275,0.0060940299500000005,0.00677240465,0.00107624081075,0.0005814558975,0.00017223419825,0_S1,fusion
p049_20231017,49,1,15,0_S1,0.26680928282500005,0.078380081425,0.38628025749999995,0.15697473150000002,0.11102046353249999,0.00053520190075,2_S5,fusion
p049_20231019,49,1,16,0_S1,0.0347009415375,0.043592819750000004,0.555721265,0.29851846,0.06351679385,0.0039496905175,2_S5,fusion
p049_20231023,49,1,20,1_S2,0.029144945392500003,0.031872379775,0.32463370525,0.5725722175,0.0414838414,0.000292907245,3_S6,fusion
p049_20231027,49,1,55,2_S5,3.6794595879e-05,0.005201111702400001,0.04853929279275,0.6521417174999999,0.29121919492500004,0.0028618764385,3_S6,fusion
p049_20231101,49,1,60,3_S6,1.3466955325e-05,0.000964518803,0.040701940025,0.33332530575,0.62411954925,0.00087518503,4_S7,fusion
p049_20231106,49,1,62,3_S6,0.00015310347274999998,0.0011785632374999998,0.00662962555,0.7426918499999999,0.248839335,0.000507490602,3_S6,fusion
p049_20231109,49,1,64,3_S6,7.3584541187425e-05,0.00270170098814,0.058867294022499995,0.299725500925,0.6362853024999999,0.002346605365,4_S7,fusion
p049_20231120,49,1,71,4_S7,8.8752457039e-05,0.0032011824277999998,0.016832801672499998,0.1544234404,0.822386835,0.00306702349,4_S7,fusion
p049_20231127,49,1,72,4_S7,7.072724776061141e-05,0.00014315840472657382,0.0062370835690152455,0.0048295164901077745,0.95742855,0.03129094554377,4_S7,fusion
p049_20231130,49,1,73,4_S7,0.00020597774776855049,0.000170187998559795,0.0010224375663325002,0.005035135914475,0.9672373925,0.02632886416175,4_S7,fusion
p049_20231204,49,1,74,4_S7,1.2199820746150003e-06,3.024569254625e-06,6.44806569e-05,0.000433756640625,0.994482565,0.005014944742499999,4_S7,fusion
p049_20231211,49,1,75,4_S7,2.4135157245750004e-06,1.0430458102275e-05,0.000276870055835,0.0020475946236025,0.9961909250000001,0.0014717108750000002,4_S7,fusion
p049_20231214,49,1,77,4_S7,3.74842042413e-07,2.5594163761575e-06,4.30469696385e-05,6.49687175e-05,0.97467591,0.025213173332499998,4_S7,fusion
p049_20231218,49,1,78,4_S7,1.2760253260000001e-06,6.82261937925e-06,0.00010601669624999999,7.9070127115e-05,0.988425285,0.011381538625,4_S7,fusion
p049_20231227,49,1,79,4_S7,1.2820976191749999e-06,4.5046665844999995e-06,0.0005512594138,1.3282147025e-05,0.6925198875,0.3069097715,4_S7,fusion
p049_20240104,49,1,82,5_S8,3.4343427848125e-08,1.3776557202375e-07,1.9504845735859998e-05,2.3715693745715e-06,0.25803684918285,0.7419411149999999,5_S8,fusion
p059_20230929,59,1,13,0_S1,0.9996516799999999,2.03570971e-05,0.00030905076095,5.432188425e-06,7.334283159999999e-06,6.1285799325e-06,0_S1,fusion
p059_20231004,59,1,13,0_S1,0.99931806,0.00041958079349999994,0.00024704339174999997,6.831734325e-06,4.5285211e-06,3.9241178925000005e-06,0_S1,fusion
p059_20231011,59,1,15,0_S1,0.6924780500000001,0.06609031435,0.19699259349999998,0.04084847560999999,0.002839251834,0.000751242841,0_S1,fusion
p059_20231017,59,1,53,2_S5,0.054107822,0.04711472525,0.609612775,0.25348376250000004,0.035173200495,0.00050771015275,2_S5,fusion
p059_20231019,59,1,60,3_S6,0.0403697507175,0.033768221499999994,0.396185782,0.4533375475,0.075910654725,0.000428014515,3_S6,fusion
p059_20231023,59,1,64,3_S6,0.0059450553575,0.089710482425,0.17841090999999998,0.6855277949999999,0.04019765527500001,0.0002081078975,3_S6,fusion
p059_20231027,59,1,62,3_S6,0.00012903118263975002,0.018515163596875,0.0456228995,0.907041295,0.028570639425000002,0.000120980113325,3_S6,fusion
p059_20231101,59,1,65,3_S6,0.000156307079475,0.0046289992175,0.06718671905000001,0.6049336574999999,0.3211856415,0.0019086748425,3_S6,fusion
p059_20231106,59,1,70,4_S7,9.486836917625001e-07,6.981877080699999e-05,0.0009579571384,0.347815003975,0.650428125,0.0007281407057500001,4_S7,fusion
p059_20231109,59,1,71,4_S7,5.4939655700000005e-06,0.00028989643734,0.0015244609185,0.6573506275000001,0.340647475,0.00018203731425,3_S6,fusion
p059_20231120,59,1,72,4_S7,2.0891454057974996e-06,1.0558499251325e-05,7.9980251775e-05,0.01085701748,0.9779574675,0.011092862334,4_S7,fusion
p059_20231127,59,1,74,4_S7,1.1639718215000001e-06,1.44076325145e-05,8.536761915000001e-05,0.008228694350000001,0.991054325,0.00061601770821,4_S7,fusion
p059_20231130,59,1,75,4_S7,3.6248020925470005e-05,7.44041530179e-05,0.018530331912600003,0.0038873823795000004,0.9567055150000001,0.020766135681875,4_S7,fusion
p059_20231204,59,1,76,4_S7,4.1683528338875e-06,1.06089845156875e-05,0.0001454855205,0.006310824442250001,0.9926334849999999,0.0008954368759800001,4_S7,fusion
p059_20231211,59,1,77,4_S7,3.1965228830349997e-07,5.40715834545e-07,2.67329489175e-05,9.095473395e-05,0.9917850625,0.00809643581225,4_S7,fusion
p059_20231214,59,1,78,4_S7,5.47842274046e-06,6.2375171774e-06,3.03252331875e-05,0.0003490987022,0.99252536,0.0070834776175,4_S7,fusion
p059_20231218,59,1,79,4_S7,7.0152084075e-07,1.1129836775e-06,0.0029309612134999995,1.3162372575e-05,0.80146209,0.1955919805,4_S7,fusion
p059_20231227,59,1,81,5_S8,4.701757763100001e-09,1.3856994283315003e-07,2.16821466875e-06,6.3257440366e-06,0.6185369675,0.381454382,4_S7,fusion
p059_20240104,59,1,83,5_S8,1.1024258425e-07,1.9654818251249997e-06,2.1656469465e-05,1.405975185e-05,0.5191671157575,0.480795105,4_S7,fusion
p073_20231006,73,1,13,0_S1,0.9997122950000001,9.975453780000001e-06,0.00024567098562500004,6.888429521749999e-06,1.84605558e-05,6.7157781025e-06,0_S1,fusion
p073_20231011,73,1,13,0_S1,0.998016925,7.241803252000001e-05,0.001680509918275,7.58756611025e-05,0.0001230465099825,3.11750821e-05,0_S1,fusion
p073_20231017,73,1,13,0_S1,0.9986145949999999,0.000215636266335,0.0010655057376500001,4.98566840575e-05,4.201007551e-05,1.2387575905e-05,0_S1,fusion
p073_20231019,73,1,13,0_S1,0.9956446299999999,0.0018402298400000002,0.002045766586,0.00020960853450000002,9.974771434999999e-05,0.00015999007095,0_S1,fusion
p073_20231023,73,1,14,0_S1,0.87819245,0.01803139448,0.09265821862500001,0.00760662226975,0.00277125785975,0.0007400623914999999,0_S1,fusion
p073_20231027,73,1,51,2_S5,0.13432521525000002,0.10353439874999999,0.599123235,0.138878002,0.0225736954,0.0015655003625,2_S5,fusion
p073_20231101,73,1,53,2_S5,0.00280535479,0.0152672709,0.799048635,0.17734463325000002,0.005291352924999999,0.0002427638905,2_S5,fusion
p073_20231106,73,1,69,3_S6,2.048096372475e-05,0.002565888929915,0.04255300446125,0.729101625,0.22571636712499998,4.2572416450000005e-05,3_S6,fusion
p073_20231109,73,1,70,4_S7,0.0004050003049225125,0.00475835912314,0.07935251628975001,0.47707983750000005,0.4342098565,0.00419440969625,3_S6,fusion
p073_20231120,73,1,71,4_S7,0.000351360191554025,0.00601627036428,0.01720895169605,0.08829814195874999,0.886392235,0.0017330570615,4_S7,fusion
p073_20231127,73,1,72,4_S7,1.6625878657500001e-06,1.7719919875e-05,0.0001864137645,0.0688812284975,0.9291309350000001,0.00178205675,4_S7,fusion
p073_20231130,73,1,75,4_S7,0.00124062593,0.001456605975,0.06942195835000001,0.049291565324999995,0.8099487974999999,0.06864038950000001,4_S7,fusion
p073_20231204,73,1,76,4_S7,0.0011282997551911001,0.0017123882883137498,0.001826888533075,0.1986419343785,0.75589259,0.0407979060365,4_S7,fusion
p073_20231211,73,1,77,4_S7,2.152588272e-05,6.484467835000001e-06,0.0001015097235,0.0012837234750000001,0.9959203575,0.002666385,4_S7,fusion
p073_20231214,73,1,78,4_S7,0.0008812923805309999,0.00024536484785499994,0.00086195529365,0.00292923185269,0.9919223425,0.0031598469999999995,4_S7,fusion
p073_20231218,73,1,79,4_S7,0.0010185036166725,0.0006048870196275001,0.00636047425525,0.000240188552475,0.92280144,0.06897455934999999,4_S7,fusion
p073_20231227,73,1,79,4_S7,0.00022171982853125,0.00026041820511207506,0.0017090145876499999,0.00086691731339525,0.9614073325,0.0355345941125,4_S7,fusion
p073_20240115,73,1,84,5_S8,9.129810236624999e-05,4.4774679884500006e-05,0.00010643532187500001,1.4777641244999999e-05,0.00477126949,0.9949714275000001,5_S8,fusion
p073_20240119,73,1,85,5_S8,2.4729207860732502e-05,1.2808782212745751e-05,3.7421150616775e-05,1.3206761007925e-05,0.0011414821775,0.9987702924999999,5_S8,fusion
p073_20240126,73,1,86,5_S8,0.00044006907898,2.05141206675e-05,0.000443412132325,3.62211201125e-05,0.00397807633375,0.9950817125000001,5_S8,fusion
p077_20231006,77,1,13,0_S1,0.9994809250000001,6.42468366275e-05,0.00035733156777500004,2.3272820400499996e-05,5.0864004975000005e-05,2.33427190675e-05,0_S1,fusion
p077_20231011,77,1,13,0_S1,0.9998669625,9.7000089425e-06,0.000104635785175,3.2953860375e-06,9.786396424999998e-06,5.5590149625e-06,0_S1,fusion
p077_20231017,77,1,13,0_S1,0.9988337749999999,0.000132057869375,0.0009165578566999999,5.14199155e-05,4.6159574712500005e-05,2.00605331175e-05,0_S1,fusion
p077_20231019,77,1,14,0_S1,0.9856296725000001,0.00254263457,0.008338118275,0.0007106210334,0.0012415172072499999,0.00153740002375,0_S1,fusion
p077_20231023,77,1,20,1_S2,0.993470335,0.003243114841,0.0029238739412500003,0.00030726027725,2.983356e-05,2.5616197835000003e-05,0_S1,fusion
p077_20231027,77,1,53,2_S5,0.20442624465,0.08278800600000001,0.47763967,0.213140434725,0.020420743492499997,0.0015849237800000002,2_S5,fusion
p077_20231101,77,1,55,2_S5,0.007595686177500001,0.027984284100000003,0.4688609135,0.47052042125000004,0.024503834180000003,0.0005348637229999999,3_S6,fusion
p077_20231106,77,1,60,3_S6,0.00011717734454249999,0.0085490091305,0.042003830075000005,0.8392358,0.10959415735,0.0004999983145075,3_S6,fusion
p077_20231109,77,1,69,3_S6,0.00033988291260175,0.0068831190448750005,0.06873823795999999,0.6904320399999999,0.2331925686,0.000414145684575,3_S6,fusion
p077_20231120,77,1,70,4_S7,0.00033771829673,0.004906577476875,0.027985506755,0.2259136075,0.738413135,0.002443453665,4_S7,fusion
p077_20231127,77,1,73,4_S7,4.414537382492e-06,9.456782520721e-06,7.32056786895e-05,0.058248607626688,0.9413135374999999,0.00035073877625,4_S7,fusion
p077_20231130,77,1,75,4_S7,0.0001709639503075,0.000822702059225,0.112121918765,0.0137371180925,0.8574281825,0.015719144435,4_S7,fusion
p077_20231204,77,1,76,4_S7,5.51620044835e-05,0.0001239676561675,0.001636112828,0.0853486309665,0.9110000875,0.00183600369225,4_S7,fusion
p077_20231211,77,1,77,4_S7,4.8797983388374996e-06,1.5165140925396249e-05,0.0008798086251150001,0.00042727684707499997,0.9917812975,0.006891561261,4_S7,fusion
p077_20231214,77,1,78,4_S7,1.031624358825e-06,6.51319054025e-06,2.08411655e-05,0.001180721991625,0.9980308375,0.0007600959050000001,4_S7,fusion
p077_20231218,77,1,79,4_S7,6.1248914365e-07,3.4983928004999997e-06,0.000223842715925,0.000120487782275,0.99618936,0.0034622128000000004,4_S7,fusion
p077_20231227,77,1,79,4_S7,1.1285952379325e-06,2.2232766214e-06,0.00016671936454,2.635913709025e-05,0.9839668874999999,0.0158366788075,4_S7,fusion
p077_20240115,77,1,81,5_S8,9.5883057825e-07,2.11019222575e-06,0.000252540024675,2.357033575e-06,0.11279961816500002,0.88694238,5_S8,fusion
p077_20240119,77,1,84,5_S8,1.9665142555e-07,2.7551723275e-07,2.437322825e-06,3.6780487250000004e-07,0.008467739074,0.9915289775,5_S8,fusion
p077_20240126,77,1,88,5_S8,1.11793675333e-06,5.086781349425e-06,8.4363368425e-06,4.40320768e-06,0.24534226541999998,0.7546386672500001,5_S8,fusion
p078_20231006,78,1,13,0_S1,0.9993365774999999,4.2517447955e-05,0.0005459377317350001,1.780434564e-05,3.9172871065e-05,1.803833737e-05,0_S1,fusion
p078_20231011,78,1,13,0_S1,0.9998772125,1.5667539475e-05,8.828925299999999e-05,2.9076588799999996e-06,9.082860725e-06,6.828986265e-06,0_S1,fusion
p078_20231017,78,1,13,0_S1,0.9905093174999999,0.000301490362125,0.008974069765999999,0.00010433112840249999,8.166208601249998e-05,2.921289559e-05,0_S1,fusion
p078_20231019,78,1,14,0_S1,0.9716972500000001,0.00107036666575,0.023727052025,0.000947864515875,0.0018465013149999998,0.0007109063363,0_S1,fusion
p078_20231023,78,1,51,2_S5,0.78632781,0.009042587037500001,0.19198871176250001,0.00656345167525,0.005665169267,0.00041226486535,0_S1,fusion
p078_20231027,78,1,53,2_S5,0.15484839975,0.20356606924999998,0.483644725,0.1188823785,0.033499327499999995,0.005559107875,2_S5,fusion
p078_20231101,78,1,60,3_S6,0.004568715314,0.029122360874999996,0.52860276,0.3260314015,0.11078877725,0.00088600089,2_S5,fusion
p078_20231106,78,1,63,3_S6,1.3213702021125e-05,0.0018579076141249998,0.010272840459499999,0.9522653749999999,0.03552688347500001,6.377638525e-05,3_S6,fusion
p078_20231109,78,1,70,4_S7,7.1401611088625e-05,0.00439092280589,0.012719792074249999,0.5773683924999999,0.40498531125000004,0.00046422283074999996,3_S6,fusion
p078_20231120,78,1,71,4_S7,1.721126067615e-05,0.0008340436422600001,0.001421311405,0.2893507325,0.706283905,0.0020927724,4_S7,fusion
p078_20231127,78,1,72,4_S7,2.6638648121574997e-07,3.9501863028e-06,3.7513650155e-05,0.043716290660025005,0.9544363550000001,0.0018056640374999999,4_S7,fusion
p078_20231130,78,1,74,4_S7,3.98789719341495e-05,9.88040954353825e-05,0.002322281166075,0.01320789033355,0.9815414675,0.0027897258182499997,4_S7,fusion
p078_20231204,78,1,76,4_S7,4.823021958990001e-06,4.6358302940200004e-05,0.000102043707305,0.07437820459700001,0.92534005,0.00012852544825000002,4_S7,fusion
p078_20231211,78,1,78,4_S7,1.792447638614e-06,1.3643279952792501e-05,0.00027289636249425,0.002468449193025,0.9967739575000001,0.000469282861,4_S7,fusion
p078_20231214,78,1,79,4_S7,5.1762373475715e-06,0.000252354637511625,0.00023481887826349999,0.012125214988680001,0.9850937025000001,0.002288742059,4_S7,fusion
p078_20231218,78,1,79,4_S7,8.138041215387e-07,4.4445564749265e-06,3.11658957e-05,2.704281767e-05,0.9857182200000001,0.014218325682500001,4_S7,fusion
p078_20231227,78,1,79,4_S7,6.0758336719462495e-06,6.079370182925e-05,0.00049314978815,0.001370238181,0.97858709,0.019482696425,4_S7,fusion
p078_20240115,78,1,83,5_S8,0.0009686403559650851,0.00160664738826625,0.007101698861550001,0.001607414570944625,0.37535115838500005,0.6133644435,5_S8,fusion
p078_20240119,78,1,84,5_S8,6.839936602023858e-08,2.7183928204094967e-07,1.236546490577918e-06,2.02854814972635e-07,0.00022162138633675,0.9997766425000001,5_S8,fusion
p078_20240126,78,1,89,5_S8,3.5648541169e-07,5.59917599575e-07,2.5105924725e-06,1.8916175325e-06,0.0019974669677749997,0.9979972275,5_S8,fusion
p083_20231128,83,1,68,3_S6,0.005110292127650001,0.0007832179322500001,0.0021391501325,0.7994440525000001,0.1909225485,0.0016007581669999999,3_S6,fusion
p083_20231130,83,1,69,3_S6,0.00018826241893749997,0.00040691726275000006,0.0005960231145,0.9264036825,0.07229082384999999,0.00011428834317499999,3_S6,fusion
p083_20231204,83,1,70,4_S7,0.000148235036,0.00014285177749999997,0.0010311348275,0.6263469924999999,0.372122318,0.00020847501250000002,3_S6,fusion
p083_20231207,83,1,71,4_S7,0.00393351279675,0.003725673302,0.027313314999999998,0.2150222075,0.733470535,0.016534721925,4_S7,fusion
p083_20231211,83,1,73,4_S7,2.2220638255000003e-05,2.2088285224999997e-05,0.0006507480340000001,0.016387045075,0.9813726675000001,0.0015452642900000001,4_S7,fusion
p083_20231218,83,1,75,4_S7,1.5816519358995e-07,6.935335635375e-07,1.90973617575e-05,8.149953725000001e-05,0.9985214125,0.0013771568725,4_S7,fusion
p083_20231227,83,1,77,4_S7,1.771593308807525e-06,1.78590459999525e-05,0.0011213241044849998,0.0007559795172125,0.9915707025,0.0065323455095,4_S7,fusion
p083_20240115,83,1,78,4_S7,2.954113458051075e-07,4.0269399229400004e-07,3.6344482030375e-05,9.999999675525001e-06,0.9872767425,0.012676192610000001,4_S7,fusion
p083_20240119,83,1,79,4_S7,7.904145940055001e-06,6.934343318187502e-05,0.003382010717375,0.0060464795245,0.9790424,0.0114517986075,4_S7,fusion
p083_20240126,83,1,83,5_S8,1.5534732624005e-06,5.4511695939885e-06,1.0620585169350001e-05,3.81818465855e-06,0.002221452885,0.9977571075,5_S8,fusion
p085_20231128,85,1,65,3_S6,0.00174408949041,0.000737190251075,0.00417364565,0.7648538825,0.22773671075000002,0.0007544995675,3_S6,fusion
p085_20231130,85,1,68,3_S6,0.00018677251525,0.00030882832125000005,0.0006004036725,0.8503485725,0.14841510975,0.000140312039,3_S6,fusion
p085_20231204,85,1,69,3_S6,8.536468626999999e-05,0.000248317950625,0.000274821424,0.6530783095,0.34597258124999997,0.00034062941,3_S6,fusion
p085_20231207,85,1,70,4_S7,0.00039974838849,0.0009249470394999999,0.01292045927125,0.24591522275,0.7315504675,0.00828915295,4_S7,fusion
p085_20231211,85,1,71,4_S7,0.00036478613336999997,0.00031361092701075,0.0311415638411625,0.051454687137499996,0.9095936,0.0071317093225,4_S7,fusion
p085_20231218,85,1,72,4_S7,1.276037900916e-05,4.6372821868725e-05,0.0019992841482000005,0.005212840984850001,0.9893763225,0.0033523878850000004,4_S7,fusion
p085_20231227,85,1,74,4_S7,1.4305268918275e-05,5.7800600423575004e-05,0.0009446082062749999,0.0018318236879999999,0.9652312475,0.031920235670000005,4_S7,fusion
p085_20240115,85,1,77,4_S7,7.3019423865e-06,1.501741416e-05,0.001553958021125,0.0045570837325,0.9529080999999999,0.04095852245,4_S7,fusion
p085_20240119,85,1,79,4_S7,8.946619938526449e-07,8.1115232672365e-07,0.00018747375421867,0.0002038071282774625,0.9936644325000001,0.0059425606065,4_S7,fusion
p085_20240126,85,1,81,5_S8,1.55522042675e-07,9.2337390485e-07,8.01724369e-06,7.137434854e-06,0.24779120032500002,0.75219254225,5_S8,fusion
p089_20231128,89,1,64,3_S6,0.001907500072099,0.00305593997035,0.005136141144000001,0.7010316125,0.28782182074999996,0.00104701050075,3_S6,fusion
p089_20231130,89,1,67,3_S6,2.6471217145750004e-05,0.0006412528404999999,0.0009208174845,0.68795004625,0.3104164583,4.499439101e-05,3_S6,fusion
p089_20231204,89,1,68,3_S6,0.000102101714425,0.00015660064405000003,0.00012648077875,0.7119099575,0.28764093550000003,6.3978388e-05,3_S6,fusion
p089_20231207,89,1,70,4_S7,0.00013835105901324998,0.00040730472638500004,0.00474050000715,0.091487885075,0.9011484125,0.002077565955,4_S7,fusion
p089_20231211,89,1,71,4_S7,0.0002445449277241375,0.00022782397553700002,0.0006872339528500001,0.0295163010425,0.9633653025,0.0059587609537499996,4_S7,fusion
p089_20231218,89,1,73,4_S7,4.559838230475e-06,3.0484669287e-05,0.000445219479025,0.0022623438034999996,0.9960884725,0.00116891938,4_S7,fusion
p089_20231227,89,1,74,4_S7,9.953513600625002e-07,1.377081810175e-05,0.0002918312935915,0.003190578879775,0.9939302425000001,0.0025726162425,4_S7,fusion
p089_20240115,89,1,77,4_S7,5.161647972925001e-07,2.3557411797950003e-06,0.00010234630380000001,2.06839634975e-05,0.9889182925,0.010955839625,4_S7,fusion
p089_20240119,89,1,78,4_S7,0.001575819905580305,0.0008863240984020499,0.017726019862183005,0.005165859807832376,0.959959095,0.014686923525000001,4_S7,fusion
p089_20240126,89,1,81,5_S8,1.823498722e-06,6.08752858e-06,0.000485179081675,4.7644484325e-05,0.70867388275,0.29078542575,4_S7,fusion
p097_20231128,97,1,64,3_S6,0.000325729082375,0.00286197847,0.005142580515,0.85430735,0.13709253575,0.00026982815325,3_S6,fusion
p097_20231130,97,1,67,3_S6,3.2539803374999996e-05,0.000131393711,0.00018332996975,0.8536928575,0.145919648525,4.02599926e-05,3_S6,fusion
p097_20231204,97,1,69,3_S6,9.360197850000001e-05,0.0004549897225,0.001288691755,0.8012913775,0.19665484825000001,0.00021648095,3_S6,fusion
p097_20231207,97,1,68,3_S6,0.00010358878277500001,0.002542515539425,0.0086812556425,0.22623405425,0.7599559174999999,0.002482665585,4_S7,fusion
